DATJOIN,Crab_behavior,Habitat,Cover,Start_time,Stop_time,Total_time_elapsed,Continued_from_previous_file,Notes
0809G03,1,3,0,0:00,4:27,4:27,,
0803B06,1,3,0,0:00,4:28,4:28,,
0803M15,1,0,0,4:35,9:12,4:37,,
0803M05,1,0,0,0:00,4:39,4:39,,
0809G10,1,3,4,3:51,8:34,4:43,,
0909A316,1,3,1,5:33,10:17,4:44,partially hidden by rocks,
0803F01,1,0,0,4:17,9:03,4:46,"located crab, very small, hard to see",
0803M05,1,0,0,12:46,17:34,4:48,"a bit hard to see, appears to be still",
0809G11,1,3,0,5:40,10:30,4:50,,
0909A215,1,4,2,12:41,17:33,4:52,retreats under algae…still eating?,
0803D14,1,0,0,1:48,6:40,4:52,,
0909A09,1,3,0,3:21,8:15,4:54,,
0809G13,1,3,0,4:44,9:42,4:58,,
0909A316,1,3,0,0:00,5:08,5:08,back to camera,
0803B04,1,3,0,2:50,7:58,5:08,,
0809B01,1,2,0,6:00,11:08,5:08,"crab is far from camera, hard to tell if it is eating or stationary",
0809B15,1,3,4,9:04,14:12,5:08,,
0809B13,1,3,4,12:22,17:35,5:13,,
0803B05,1,3,0,12:15,17:34,5:19,,
0809G05,1,3,1,12:14,17:34,5:20,,
0803B02,1,3,0,0:00,5:32,5:32,back to camera,
0803D13,1,0,0,1:29,7:06,5:37,,
0909A16,1,3,0,11:48,17:26,5:38,,
0909A12,1,3,0,11:52,17:34,5:42,,
0803B02,1,3,0,9:36,15:23,5:47,,
0803D04,1,0,0,4:30,10:20,5:50,,
0909A311,1,3,0,0:00,5:53,5:53,,
0803B07,1,3,0,0:00,5:58,5:58,"crab is very small, hard to discern actions",
0803D14,1,0,0,9:21,15:32,6:11,,
0909A07,1,3,0,11:20,17:34,6:14,,
0809G11,1,3,0,11:14,17:34,6:20,,
0809B06,1,3,4,6:48,13:13,6:25,,
0803D15,1,0,0,5:10,11:38,6:28,,
0809B11,1,3,4,8:02,14:30,6:28,,
0803B04,1,3,0,11:04,17:34,6:30,,
0909A14,1,3,0,9:29,16:00,6:31,,
0809A01,1,2,0,0:00,6:36,6:36,,
0803B11,1,3,0,6:32,13:09,6:37,,
0909A13,1,3,0,0:00,6:43,6:43,,
0803B09,1,3,0,4:49,11:34,6:45,,
0809G03,1,3,0,5:23,12:11,6:48,,
0803B06,1,3,0,10:40,17:34,6:54,,
0809G07,1,3,0,0:00,6:57,6:57,,
0809G05,1,3,1,0:00,6:58,6:58,,
0909A308,1,3,0,1:08,8:16,7:08,,
0803M08,1,0,0,10:22,17:34,7:12,"a bit hard to see, appears to be still",
0909A401,1,2,0,10:17,17:33,7:16,,
0809A05,1,2,3,9:40,17:34,7:54,,
0809A03,1,2,0,1:50,9:49,7:59,,
0803M13,1,0,0,9:32,17:34,8:02,"could be eating, hard to tell",
0803B14,1,4,0,7:50,15:55,8:05,"seems to be just holding on, strong currents",
0809G07,1,3,4,9:19,17:34,8:15,,
0909A504,1,4,0,8:58,17:33,8:35,,
0909A403,1,3,0,7:20,16:08,8:48,,
0909A310,1,3,0,8:37,17:33,8:56,,
0803B05,1,3,0,1:54,11:19,9:25,"hard to see crab, very small, could be eating",
0803D13,1,0,0,7:36,17:34,9:58,,
0803D16,1,0,0,0:00,10:08,10:08,no movement entire vid,
0803B03,1,3,0,7:15,17:34,10:19,crab has not moved since sculpin attack…dead?,
0809G12,1,3,0,7:14,17:34,10:20,,
0909A302,1,3,0,7:03,17:33,10:30,"moved, maybe eating, back to cam",
0809A06,1,2,3,7:01,17:34,10:33,,
0809B14,1,3,4,6:12,17:34,11:22,,
0909A309,1,3,0,4:28,16:07,11:39,,
0909C01,1,3,0,1:14,15:17,14:03,,
0809G09,2,3,4,15:28,15:31,0:03,moved by goby,
0809A09,2,2,3,2:46,2:50,0:04,,
0909C01,2,3,0,15:17,15:21,0:04,,
0909A301,2,3,0,11:32,11:37,0:05,diver comes into frame crab moves abrubtly then is still ,
0803B13,2,4,0,12:40,12:45,0:05,,
0803M03,2,0,0,5:12,5:17,0:05,,
0803B11,2,3,0,5:06,5:12,0:06,seems to be caught on tether,
0803B13,2,4,0,7:16,7:22,0:06,saw for a second (I think) crawled under algae,
0909C02,2,3,0,6:58,7:04,0:06,,
0909A10,2,3,0,6:44,6:52,0:08,attacked by hermit again,
0803D14,2,0,0,7:50,7:58,0:08,,
0909A02,2,3,0,6:49,6:58,0:09,0,
0909A201,2,3,0,14:21,14:30,0:09,,
0909A208,2,4,2,6:23,6:32,0:09,"seaweed moves, crab still under algae",
0803B09,2,3,0,4:40,4:49,0:09,,
0909A01,2,3,0,16:20,16:30,0:10,0,
0803B07,2,3,0,12:16,12:26,0:10,,
0803B16,2,3,0,8:02,8:12,0:10,"moves a lot, current pulls crab ",
0803D10,2,0,0,4:05,4:16,0:11,,
0803D01,2,0,0,6:37,6:49,0:12,,
0803D05,2,0,0,7:18,7:30,0:12,,
0803D07,2,0,0,9:18,9:31,0:13,,
0804A08,2,3,0,1:54,2:07,0:13,,
0809G06,2,3,0,3:04,3:17,0:13,,
0909A03,2,3,0,13:19,13:33,0:14,,
0803M01,2,0,0,13:30,13:44,0:14,,
0909A16,2,3,0,3:29,3:44,0:15,,
0909A402,2,3,0,8:40,8:55,0:15,,
0909A504,2,4,0,5:47,6:02,0:15,,
0803D01,2,0,0,5:01,5:16,0:15,,
0803M03,2,0,0,15:27,15:42,0:15,,
0909A305,2,3,0,6:36,6:52,0:16,,
0909A313,2,3,0,7:06,7:23,0:17,,
0909A209,2,3,2,5:39,5:57,0:18,,
0909A303,2,3,0,10:08,10:26,0:18,,
0803D03,2,0,0,4:34,4:52,0:18,,
0909A14,2,3,0,0:00,0:19,0:19,,
0803D05,2,0,0,5:53,6:12,0:19,,
0909A209,2,3,2,2:47,3:07,0:20,,
0909A312,2,3,0,7:54,8:14,0:20,,
0803D01,2,0,0,9:59,10:19,0:20,,
0701B01,2,0,0,5:51,6:11,0:20,,
0909A209,2,3,2,9:40,10:01,0:21,,
0803B16,2,3,0,9:56,10:17,0:21,,
0809B02,2,2,0,8:42,9:03,0:21,,
0909A01,2,0,0,4:42,5:04,0:22,0,
0909A210,2,4,2,13:20,13:42,0:22,crab slowly moving out from under kelp,
0803D01,2,0,0,11:33,11:55,0:22,,
0803D05,2,0,0,9:17,9:39,0:22,,
0803D11,2,0,0,11:13,11:35,0:22,,
0909A201,2,3,0,3:25,3:48,0:23,,
0909A209,2,3,2,15:57,16:20,0:23,,
0909A313,2,4,0,8:15,8:38,0:23,,
0803D04,2,0,0,2:36,2:59,0:23,,
0803D04,2,0,0,15:43,16:06,0:23,,
0803D11,2,0,0,6:30,6:53,0:23,,
0803M02,2,0,0,7:31,7:54,0:23,,
0909A209,2,3,2,11:03,11:27,0:24,,
0803B10,2,3,0,1:43,2:07,0:24,,
0909A10,2,3,0,2:09,2:34,0:25,dealing with hermit attack,
0909A316,2,3,0,5:08,5:33,0:25,moves into rocks,
0803D10,2,0,0,8:37,9:02,0:25,,
0909A15,2,3,0,4:20,4:46,0:26,,
0803D09,2,0,0,5:31,5:57,0:26,,
0809G10,2,3,0,16:05,16:31,0:26,,
0909C01,2,3,0,16:42,17:08,0:26,,
0909A311,2,3,0,17:06,17:33,0:27,,
0803D01,2,0,0,1:59,2:26,0:27,,
0803D10,2,0,0,13:54,14:21,0:27,,
0804D01,2,0,0,5:38,6:05,0:27,moved by current,
0809B02,2,2,0,4:05,4:32,0:27,,
0909A14,2,3,0,0:41,1:09,0:28,,
0909A08,2,3,0,3:28,3:57,0:29,,
0909A09,2,3,0,0:30,0:59,0:29,moving away from hermit crab,
0909A207,2,4,,1:16,1:45,0:29,,
0803D15,2,0,0,2:46,3:15,0:29,,
0803M03,2,0,0,6:51,7:20,0:29,,
0804D02,2,4,0,0:00,0:30,0:30,,
0909A05,2,3,0,2:36,3:09,0:33,,
0909A07,2,3,0,2:00,2:33,0:33,,
0803D12,2,0,0,1:03,1:36,0:33,,
0803M02,2,0,0,0:00,0:33,0:33,,
0909A206,2,4,2,7:42,8:16,0:34,"one crab leg pops out, obscured by algae, maybe feeding?",
0909A09,2,3,0,16:29,17:04,0:35,,
0909A14,2,3,0,8:54,9:29,0:35,,
0909A16,2,3,0,8:14,8:49,0:35,,
0909A208,2,4,0,6:32,7:07,0:35,,
0803M04,2,0,0,2:05,2:40,0:35,,
0803M11,2,0,0,11:29,12:04,0:35,,
0909A11,2,3,0,6:24,7:00,0:36,,
0909A10,2,3,0,4:08,4:45,0:37,,
0803B16,2,3,0,4:58,5:35,0:37,"moves a lot, current pulls crab ",
0803B12,2,3,0,3:43,4:21,0:38,got pulled by tether,
0909A210,2,3,2,0:31,1:10,0:39,"obscured, could be eating, unsure",
0909A208,2,4,0,0:31,1:11,0:40,,
0909A02,2,3,0,1:45,2:27,0:42,0,rapid burst of movement
0909A08,2,3,0,16:10,16:52,0:42,,
0909A208,2,4,2,5:22,6:04,0:42,"burrows into algae, obscured",
0909A307,2,2,0,10:07,10:51,0:44,,
0803B08,2,3,0,10:50,11:34,0:44,,
0803D01,2,0,0,8:28,9:12,0:44,,
0809G11,2,3,0,10:30,11:14,0:44,,
0909A04,2,3,0,1:05,1:50,0:45,,moving away from hermit crab who is pursuing 
0909A209,2,3,2,0:11,0:56,0:45,,
0909A315,2,3,0,5:01,5:46,0:45,,
0804A04,2,3,0,14:05,14:50,0:45,moves in response to goby,
0909A06,2,3,0,1:46,2:33,0:47,,
0909A13,2,3,0,16:47,17:34,0:47,,
0804A06,2,3,0,11:08,11:55,0:47,,
0804A06,2,3,0,16:47,17:34,0:47,,
0909A07,2,3,0,0:44,1:32,0:48,,
0909A06,2,3,0,9:09,9:59,0:50,,
0909A311,2,3,0,8:42,9:32,0:50,,
0803D08,2,0,0,0:00,0:50,0:50,,
0909A16,2,3,0,3:58,4:49,0:51,,
0909A02,2,3,0,9:50,10:42,0:52,0,straining against tether
0909A207,2,4,2,15:20,16:12,0:52,becomes partially obscured by kelp,
0803B11,2,3,0,2:57,3:49,0:52,,
0909A311,2,3,0,9:50,10:43,0:53,,
0803D09,2,0,0,13:39,14:32,0:53,,
0804A03,2,3,0,15:25,16:19,0:54,,
0803D10,2,0,0,6:15,7:10,0:55,,
0909A308,2,3,0,12:51,13:47,0:56,,
0909A313,2,3,0,2:18,3:15,0:57,,
0909A14,2,3,0,3:11,4:10,0:59,,
0909A14,2,2?light object,0,4:30,5:29,0:59,,
0803D09,2,0,0,1:50,2:49,0:59,,
0803M03,2,0,0,12:46,13:46,1:00,,
0909A02,2,3,0,7:38,8:40,1:02,0,moves untill it cannot go further due to the tether
0909A209,2,3,2,16:31,17:33,1:02,"hard to tell, appears still",
0909A06,2,3,0,4:38,5:41,1:03,,
0809A08,2,2,0,9:57,11:01,1:04,,
0909A16,2,3,0,1:50,2:55,1:05,,
0803D11,2,0,0,4:19,5:24,1:05,,
0909A201,2,3,0,4:43,5:49,1:06,,
0909A403,2,3,0,16:08,17:15,1:07,moves under kelp,
0909A402,2,3,0,11:11,12:20,1:09,,
0803B09,2,3,0,3:06,4:15,1:09,,
0909A11,2,3,0,0:24,1:35,1:11,,
0803D15,2,0,0,0:39,1:50,1:11,,
0909A504,2,4,2,0:43,2:01,1:18,crab is partially visible,
0909A402,2,3,0,1:46,3:07,1:21,,
0803B11,2,3,0,0:22,1:48,1:26,,
0909A02,2,3,0,12:55,14:22,1:27,0,
0803M13,2,0,0,6:27,7:57,1:30,,
0803M02,2,0,0,4:59,6:30,1:31,,
0909A210,2,4,0,1:50,3:22,1:32,,
0909A15,2,3,0,5:10,6:44,1:34,,
0804A08,2,3,0,3:36,5:10,1:34,eaten by warbonnet,
0909A201,2,3,0,0:00,1:35,1:35,being placed in environment,
0804A06,2,3,0,13:19,14:55,1:36,,
0909A02,2,3,0,14:34,16:12,1:38,0,"quick burst, then slowly strains against tether"
0803B16,2,3,0,2:43,4:25,1:42,,
0909A03,2,3,0,9:30,11:14,1:44,,
0909A402,2,3,0,4:06,5:50,1:44,,
0909A03,2,3,0,5:08,6:57,1:49,,moves toward stake slowly
0809A08,2,2,3,15:40,17:34,1:54,moved under shell hard to see,
0909A207,2,4,0,7:25,9:28,2:03,,
0804A07,2,3,0,15:02,17:13,2:11,,
0803M06,2,0,0,8:35,10:49,2:14,"moves away from sea snail, obscured by tether bar",
0809G05,2,3,1,6:58,9:16,2:18,under rock but appears to be eating ,
0803D08,2,0,0,12:11,14:56,2:45,,
0804A07,2,3,0,3:05,5:50,2:45,,
0804A07,2,3,0,0:00,2:56,2:56,,
0804D01,2,0,0,0:00,3:00,3:00,,
0804D02,2,0,4,14:10,17:10,3:00,,
0909A210,2,4,2,7:01,10:48,3:47,"moves under another piece of kelp, obscured",
0909A403,2,3,0,3:32,7:20,3:48,"moving arms around, not eating",
0909A210,2,4,2,13:42,17:33,3:51,"moves under another piece of kelp, obscured",
0909A307,2,3,1,12:40,16:50,4:10,hard to see,
0909A04,3,3,0,17:34,17:34,0:00,,
0803D15,3,0,0,5:07,5:10,0:03,,
0909A04,3,3,0,5:50,5:55,0:05,,
0909A06,3,3,0,5:41,5:46,0:05,,
0803B02,3,3,0,17:29,17:34,0:05,,
0809A03,3,2,0,1:45,1:50,0:05,,
0803D10,3,0,0,10:57,11:04,0:07,,
0804A06,3,3,0,14:55,15:02,0:07,,
0909A14,3,3,0,1:09,1:17,0:08,,
0909A308,3,3,0,13:47,13:55,0:08,,
0909A313,3,3,1,6:10,6:18,0:08,,
0803B09,3,3,0,2:58,3:06,0:08,,
0803B12,3,3,1,10:42,10:50,0:08,,
0909A319,3,3,0,10:41,10:50,0:09,,
0804A07,3,3,0,2:56,3:05,0:09,,
0909A10,3,3,0,6:34,6:44,0:10,,
0909A208,3,4,0,13:16,13:26,0:10,seaweed moves,
0803B11,3,3,0,6:22,6:32,0:10,,
0803M06,3,0,0,10:49,10:59,0:10,,
0909A13,3,3,0,10:51,11:02,0:11,,
0909A209,3,3,2,16:20,16:31,0:11,"crab crawls under kelp, another leaf also blocking cam intermittantly",
0803B02,3,3,0,15:23,15:34,0:11,,
0803D14,3,0,0,9:10,9:21,0:11,,
0803D15,3,0,0,0:28,0:39,0:11,,
0909A08,3,3,0,14:45,14:57,0:12,"keeps feeding, hermit crab comes back ",
0909A209,3,3,2,0:56,1:09,0:13,,
0909A301,3,3,0,3:22,3:35,0:13,,
0803D09,3,0,0,13:26,13:39,0:13,,
0909A16,3,3,0,3:44,3:58,0:14,,
0803B12,3,3,0,5:50,6:04,0:14,,
0803B13,3,3,2,2:26,2:40,0:14,,
0803D05,3,0,0,7:30,7:44,0:14,,
0803D05,3,0,0,12:09,12:23,0:14,,
0803D14,3,0,0,1:34,1:48,0:14,,
0909A05,3,3,0,0:00,0:15,0:15,,
0909A05,3,3,0,3:09,3:24,0:15,,
0909A14,3,3,0,5:29,5:44,0:15,eating and moving,
0803B07,3,3,0,13:44,13:59,0:15,,
0803M02,3,0,0,13:46,14:01,0:15,,
0804D03,3,0,0,2:56,3:11,0:15,,
0909A16,3,3,0,11:32,11:48,0:16,,
0909A207,3,4,0,1:00,1:16,0:16,,
0909A209,3,3,2,11:27,11:43,0:16,,
0803B02,3,3,0,9:20,9:36,0:16,,
0803B11,3,3,0,5:12,5:28,0:16,,
0803M01,3,3,0,6:17,6:33,0:16,,
0809G09,3,3,4,17:18,17:34,0:16,,
0909A06,3,3,0,0:24,0:41,0:17,,
0909A06,3,3,0,8:52,9:09,0:17,,
0909A11,3,3,0,9:46,10:03,0:17,,
0909A402,3,4,0,3:07,3:24,0:17,,
0809G11,3,3,0,1:25,1:42,0:17,,
0909A311,3,3,0,9:32,9:50,0:18,,
0909A313,3,4,0,8:38,8:56,0:18,,
0803D15,3,0,0,13:45,14:03,0:18,,
0809G02,3,3,0,1:43,2:01,0:18,,
0803B04,3,3,0,0:00,0:19,0:19,alive!,
0803D09,3,0,0,4:13,4:32,0:19,,
0909A11,3,3,0,14:12,14:32,0:20,,
0909A11,3,3,0,15:20,15:40,0:20,,
0909A14,3,3,0,4:10,4:30,0:20,,
0803D08,3,0,0,10:31,10:51,0:20,,
0803D10,3,0,0,16:23,16:43,0:20,,
0803M14,3,0,0,15:20,15:40,0:20,,
0804D01,3,4,0,13:48,14:08,0:20,,
0809G13,3,3,0,1:13,1:33,0:20,,
0909A08,3,3,0,3:57,4:18,0:21,,
0909A11,3,3,0,5:07,5:28,0:21,,
0909A14,3,3,0,2:50,3:11,0:21,,
0909A308,3,3,0,9:14,9:35,0:21,,
0909A06,3,3,0,3:55,4:17,0:22,,
0909A13,3,3,0,9:05,9:27,0:22,,
0909A14,3,3,0,0:19,0:41,0:22,,
0909A309,3,3,0,4:06,4:28,0:22,stops eating due to pipefish ,
0803B15,3,4,0,1:03,1:26,0:23,,
0809B13,3,3,4,11:59,12:22,0:23,,
0909A03,3,3,0,17:10,17:34,0:24,,
0909A09,3,3,0,2:57,3:21,0:24,,
0909A11,3,3,0,0:00,0:24,0:24,,
0804D02,3,0,4,17:10,17:34,0:24,,
0909A11,3,3,0,12:16,12:41,0:25,,
0803B09,3,3,0,4:15,4:40,0:25,,
0809G11,3,3,0,0:32,0:57,0:25,,
0909A12,3,3,0,3:15,3:41,0:26,,
0909A12,3,3,0,4:50,5:17,0:27,,
0909A304,3,3,3,0:22,0:49,0:27,,
0803D04,3,0,0,17:07,17:34,0:27,,
0803D14,3,0,0,6:40,7:07,0:27,,
0909A02,3,3&0,0,0:00,0:28,0:28,1,"feeding half on rock, half on sand "
0909A07,3,3,0,1:32,2:00,0:28,,
0803D07,3,0,0,6:22,6:50,0:28,,
0803D14,3,0,0,15:32,16:00,0:28,,
0809A09,3,2,0,10:00,10:28,0:28,,
0909A15,3,3,0,6:44,7:13,0:29,,
0909A15,3,3,0,10:35,11:04,0:29,,
0909A09,3,3,0,17:04,17:34,0:30,,
0909A12,3,3,0,11:22,11:52,0:30,,
0803D12,3,0,0,17:04,17:34,0:30,,
0803D13,3,0,0,0:59,1:29,0:30,,
0803D13,3,0,0,7:06,7:36,0:30,,
0804D01,3,0,0,4:08,4:38,0:30,,
0909A15,3,3,0,7:41,8:12,0:31,,
0909A208,3,4,0,7:07,7:38,0:31,,
0803F01,3,0,0,9:03,9:34,0:31,,
0909A02,3,3,0,4:50,5:22,0:32,0,
0909A10,3,3,0,10:36,11:08,0:32,,
0803B03,3,3,0,0:00,0:32,0:32,,
0803M07,3,0,0,9:38,10:10,0:32,,
0803B16,3,3,0,4:25,4:58,0:33,,
0803D06,3,0,0,2:05,2:38,0:33,,
0803D11,3,0,0,5:24,5:57,0:33,,
0809G15,3,3,0,5:03,5:36,0:33,,
0909A10,3,3,0,0:00,0:34,0:34,,
0909A14,3,3,0,16:00,16:34,0:34,,
0909A16,3,3,0,2:55,3:29,0:34,,
0803B10,3,3,0,2:07,2:41,0:34,,
0803B15,3,4,0,4:58,5:32,0:34,,
0809A01,3,2,0,17:00,17:34,0:34,,
0909A10,3,3,0,4:45,5:20,0:35,,
0909A305,3,3,0,6:52,7:27,0:35,,
0909A321,3,3,0,13:05,13:40,0:35,,
0803D12,3,0,0,11:54,12:29,0:35,,
0803M09,3,0,0,9:31,10:06,0:35,,
0809B02,3,2,0,8:07,8:42,0:35,,
0909A07,3,3,0,3:28,4:04,0:36,,
0909A209,3,3,2,10:01,10:37,0:36,,
0909A209,3,3,2,12:19,12:55,0:36,,
0803B05,3,3,0,1:18,1:54,0:36,,
0803B10,3,3,0,0:00,0:36,0:36,,
0803D01,3,0,0,7:19,7:55,0:36,,
0803M07,3,0,0,8:20,8:56,0:36,,
0909A315,3,3,0,13:53,14:30,0:37,,
0803D03,3,0,0,3:57,4:34,0:37,,
0803M07,3,0,0,16:57,17:34,0:37,,
0909A312,3,3,0,16:03,16:41,0:38,,
0803D05,3,0,0,10:36,11:14,0:38,,
0803D15,3,0,0,11:38,12:16,0:38,,
0809G11,3,3,0,5:02,5:40,0:38,,
0909A04,3,3,0,7:37,8:16,0:39,,
0909A308,3,3,0,0:29,1:08,0:39,,
0803B14,3,4,0,7:11,7:50,0:39,,
0909A304,3,3,0,6:01,6:42,0:41,,
0803D05,3,0,0,8:36,9:17,0:41,,
0803D07,3,0,0,7:34,8:15,0:41,,
0803D08,3,0,0,0:50,1:31,0:41,,
0803M05,3,0,0,4:39,5:20,0:41,,
0803M09,3,0,0,11:01,11:42,0:41,,
0909A08,3,3,0,16:52,17:34,0:42,,
0909A15,3,3,0,1:01,1:43,0:42,,
0803M14,3,0,0,12:40,13:22,0:42,,
0909A307,3,3,3,16:50,17:33,0:43,moves back onto shell ,
0809G02,3,3,0,10:49,11:32,0:43,,
0909C01,3,3,0,15:21,16:04,0:43,,
0909A03,3,3,0,7:26,8:10,0:44,,
0909A07,3,3,0,0:00,0:44,0:44,,
0909A09,3,3,0,1:34,2:18,0:44,,
0909A12,3,3,0,6:55,7:39,0:44,,
0909A208,3,4,2,2:50,3:34,0:44,partially obscured..eating?,
0909A308,3,3,0,8:16,9:00,0:44,,
0909A403,3,3,0,0:00,0:44,0:44,,
0803B12,3,3,2,14:46,15:30,0:44,,
0804A01,3,3,0,11:22,12:06,0:44,,
0909A06,3,3,0,6:38,7:23,0:45,,
0909A206,3,4,2,14:09,14:54,0:45,crab obscured but likely eating,
0803D01,3,0,0,5:32,6:17,0:45,,
0803M12,3,0,0,6:37,7:22,0:45,,
0809G13,3,3,0,3:59,4:44,0:45,,
0909A13,3,3,0,6:43,7:29,0:46,,
0804D02,3,0,0,8:26,9:12,0:46,,
0803B11,3,3,0,2:10,2:57,0:47,,
0809B12,3,3,4,0:00,0:47,0:47,,
0909A05,3,3,0,1:48,2:36,0:48,,
0909A13,3,3,0,14:35,15:23,0:48,,
0803D01,3,0,0,3:51,4:39,0:48,,
0803D12,3,0,0,13:09,13:58,0:49,,
0803F01,3,0,0,3:15,4:04,0:49,appears to be eating. Crab is very small and hard to see,
0909A05,3,3,0,3:50,4:40,0:50,,
0909A306,3,2,0,1:42,2:32,0:50,,
0909A308,3,3,0,16:43,17:33,0:50,,
0803D06,3,0,0,4:30,5:20,0:50,,
0803M10,3,0,0,13:12,14:02,0:50,,
0803M15,3,0,0,0:00,0:50,0:50,,
0909A207,3,4,0,4:12,5:03,0:51,,
0803M02,3,0,0,16:06,16:58,0:52,,
0909A208,3,4,0,14:37,15:30,0:53,"crab moving out of frame, hard to see",
0803D11,3,0,0,1:10,2:03,0:53,,
0803M08,3,0,0,6:19,7:12,0:53,,
0803M15,3,0,0,16:41,17:34,0:53,,
0909A04,3,3,0,11:59,12:53,0:54,,
0909A305,3,3,3,5:42,6:36,0:54,,
0909A402,3,3,0,10:17,11:11,0:54,,
0803D06,3,0,0,0:00,0:54,0:54,,
0803M15,3,0,0,3:41,4:35,0:54,,
0909A308,3,3,0,15:14,16:09,0:55,,
0803D01,3,0,0,14:13,15:08,0:55,,
0803D10,3,0,0,9:02,9:57,0:55,,
0804A04,3,3,0,14:50,15:45,0:55,,
0809B09,3,3,4,5:07,6:02,0:55,,
0809B13,3,3,4,9:17,10:12,0:55,,
0803B05,3,3,0,11:19,12:15,0:56,,
0803M14,3,0,0,13:40,14:36,0:56,,
0809G03,3,3,0,4:27,5:23,0:56,,
0909C02,3,3,0,4:08,5:04,0:56,,
0909A504,3,4,0,8:01,8:58,0:57,,
0809G10,3,3,4,11:04,12:01,0:57,,
0804A06,3,3,1,3:09,4:07,0:58,,
0909C02,3,3,0,2:42,3:40,0:58,,
0803B12,3,3,0,0:50,1:49,0:59,,
0803D12,3,0,0,10:07,11:06,0:59,,
0909A207,3,4,2,0:00,1:00,1:00,"eating, still partially hidden",
0809B14,3,3,4,5:12,6:12,1:00,,
0909A206,3,4,0,16:32,17:33,1:01,comes out from hiding,
0909A307,3,3,1,11:38,12:40,1:02,"appears to be eating, partially obscured",
0803B15,3,3,0,7:23,8:25,1:02,,
0803D12,3,0,0,0:00,1:03,1:03,,
0803M13,3,0,0,8:29,9:32,1:03,,
0909A01,3,3,0,16:30,17:34,1:04,0,
0803D12,3,0,0,1:48,2:52,1:04,,
0803M14,3,0,0,9:58,11:02,1:04,"large current, seaweed in frame",
0909A04,3,3,0,0:00,1:05,1:05,,
0803M02,3,0,0,0:57,2:02,1:05,,
0804A01,3,3,0,6:35,7:40,1:05,,
0809G08,3,3,4,16:29,17:34,1:05,,
0909A210,3,4,0,3:22,4:29,1:07,,
0803M12,3,0,0,12:21,13:28,1:07,,
0804D01,3,0,0,6:22,7:29,1:07,,
0803M07,3,0,0,0:00,1:08,1:08,,
0909A206,3,4,2,15:23,16:32,1:09,"appears to be eating, obscured",
0909A402,3,2,0,0:37,1:46,1:09,,
0803M12,3,0,0,0:31,1:40,1:09,,
0909A02,3,3,0,8:40,9:50,1:10,0,"starts to eat, gets pulled back a little (by tether), continues straining against tether and eating"
0803B16,3,3,0,8:46,9:56,1:10,,
0909A305,3,3,0,8:01,9:12,1:11,,
0809B12,3,3,4,16:22,17:34,1:12,,
0909A305,3,2,0,12:20,13:33,1:13,"on top of shell, appears to be eating",
0803M06,3,0,0,1:23,2:36,1:13,,
0809A04,3,2,0,8:37,9:50,1:13,,
0809G12,3,3,0,0:51,2:04,1:13,,
0909A323,3,3,0,16:19,17:33,1:14,,
0803F01,3,0,0,12:07,13:21,1:14,,
0804A06,3,3,1,5:00,6:14,1:14,,
0909A10,3,3,0,8:20,9:35,1:15,,
0804A03,3,3,0,16:19,17:34,1:15,,
0804D02,3,0,0,12:43,13:58,1:15,,
0809G06,3,3,0,7:00,8:15,1:15,,
0909A05,3,3,0,11:33,12:49,1:16,,
0803D09,3,0,0,0:34,1:50,1:16,,
0909A05,3,3,0,5:23,6:40,1:17,,
0803B11,3,3,0,3:49,5:06,1:17,moving and eating,
0803D08,3,0,0,3:08,4:25,1:17,,
0803M08,3,0,0,3:46,5:03,1:17,,
0803B14,3,4,0,15:55,17:13,1:18,,
0803M03,3,0,0,15:42,17:00,1:18,,
0803M16,3,0,0,16:07,17:25,1:18,,
0909A16,3,3,0,4:49,6:08,1:19,,
0804A03,3,3,0,9:42,11:01,1:19,,
0803D04,3,0,0,3:10,4:30,1:20,,
0803M02,3,0,0,2:52,4:12,1:20,,
0809B11,3,3,4,6:42,8:02,1:20,,
0909A207,3,4,0,16:12,17:33,1:21,comes back into open,
0909A402,3,3,0,5:50,7:11,1:21,,
0803M10,3,0,0,15:44,17:05,1:21,,
0809G08,3,3,4,1:08,2:29,1:21,,
0803D08,3,0,0,16:12,17:34,1:22,,
0809B03,3,3,4,7:02,8:24,1:22,,
0909A07,3,3,0,9:57,11:20,1:23,,
0803B12,3,3,0,2:20,3:43,1:23,,
0803D08,3,0,0,5:07,6:30,1:23,,
0803M04,3,0,0,0:00,1:23,1:23,,
0804A01,3,3,0,16:12,17:35,1:23,,
0804A04,3,3,0,7:41,9:04,1:23,,
0804A06,3,3,0,11:55,13:19,1:24,,
0909A15,3,3,0,11:32,12:58,1:26,,
0909A309,3,3,0,16:07,17:33,1:26,moving and eating,
0803D10,3,0,0,7:10,8:37,1:27,,
0809B08,3,3,4,16:07,17:34,1:27,,
0809B09,3,3,4,0:00,1:27,1:27,,
0803B10,3,3,0,8:58,10:26,1:28,,
0804A03,3,3,0,12:30,13:58,1:28,,
0809B06,3,3,4,5:20,6:48,1:28,,
0804A08,3,3,0,2:07,3:36,1:29,,
0909A504,3,4,0,4:17,5:47,1:30,,
0809A04,3,2,0,11:40,13:11,1:31,,
0909A08,3,3,0,10:53,12:25,1:32,,
0803M14,3,0,0,6:16,7:49,1:33,,
0909A10,3,3,0,2:34,4:08,1:34,moving while eating ,
0909A308,3,3,0,11:17,12:51,1:34,,
0804A08,3,3,0,0:00,1:35,1:35,,
